                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    526,                0.86189,                0.71295,                 1.2858,                0.87418,                0.92936,                0.96805,                  0.822,                 0.6312,                 0.5218,                 1.1307,             0.00043944,             0.00043944,             0.00043944
                    527,                0.87426,                0.74168,                 1.3162,                0.86519,                0.94516,                0.96585,                0.81801,                0.64247,                0.53372,                 1.1318,             0.00043789,             0.00043789,             0.00043789
                    528,                0.92204,                0.77396,                 1.3514,                 0.8571,                0.93086,                0.96151,                0.79412,                0.67698,                0.56056,                 1.1503,             0.00043634,             0.00043634,             0.00043634
                    529,                 0.8875,                0.72736,                 1.3256,                0.85677,                0.94362,                0.96198,                0.79663,                0.68452,                0.56059,                 1.1541,              0.0004348,              0.0004348,              0.0004348
                    530,                0.92316,                0.74542,                   1.33,                0.85077,                0.93685,                0.96145,                 0.8075,                0.68207,                0.56202,                 1.1589,             0.00043325,             0.00043325,             0.00043325
                    531,                0.90495,                0.75374,                 1.3518,                0.88725,                 0.9109,                 0.9635,                0.81014,                 0.6798,                0.55988,                 1.1647,              0.0004317,              0.0004317,              0.0004317
                    532,                0.94157,                0.80104,                  1.386,                0.87124,                0.92929,                0.96644,                0.81108,                0.66962,                0.57037,                 1.1576,             0.00043016,             0.00043016,             0.00043016
                    533,                 0.9111,                0.76396,                  1.304,                0.87404,                0.92176,                 0.9673,                0.81125,                0.65057,                0.56741,                 1.1412,             0.00042861,             0.00042861,             0.00042861
                    534,                0.87213,                0.71827,                 1.2878,                  0.897,                0.89418,                0.96852,                0.81712,                0.65633,                0.57129,                 1.1407,             0.00042706,             0.00042706,             0.00042706
                    535,                0.91872,                0.76372,                 1.3816,                0.90495,                0.88258,                0.96708,                0.81361,                0.67473,                0.57766,                 1.1498,             0.00042552,             0.00042552,             0.00042552
                    536,                0.95449,                0.80773,                 1.3594,                0.91228,                0.87965,                0.96977,                0.80465,                 0.6881,                0.56808,                 1.1506,             0.00042397,             0.00042397,             0.00042397
                    537,                0.90313,                 0.8076,                 1.3748,                0.90616,                0.88757,                0.97128,                0.80774,                0.66327,                0.55006,                 1.1404,             0.00042242,             0.00042242,             0.00042242
                    538,                0.95068,                0.78805,                 1.3612,                0.90933,                 0.8955,                0.97079,                0.81707,                0.64047,                0.53589,                 1.1358,             0.00042087,             0.00042087,             0.00042087
                    539,                0.86434,                0.75414,                 1.3392,                0.91389,                0.89867,                 0.9697,                0.81939,                0.64752,                0.53424,                 1.1468,             0.00041933,             0.00041933,             0.00041933
                    540,                0.92301,                0.78943,                 1.3598,                0.90619,                0.90359,                0.97096,                0.81595,                0.69655,                0.53878,                 1.1767,             0.00041778,             0.00041778,             0.00041778
                    541,                0.90479,                0.77292,                 1.3429,                0.86964,                  0.939,                0.97072,                0.81412,                0.69154,                0.52658,                 1.1638,             0.00041623,             0.00041623,             0.00041623
                    542,                0.92056,                0.77376,                 1.3704,                0.87412,                0.94575,                0.96994,                0.81027,                0.68612,                 0.5149,                 1.1555,             0.00041469,             0.00041469,             0.00041469
                    543,                0.88793,                0.80085,                  1.341,                0.84941,                0.96043,                0.96962,                0.80829,                0.67799,                  0.512,                 1.1546,             0.00041314,             0.00041314,             0.00041314
                    544,                0.87259,                0.74567,                 1.3263,                0.83736,                0.97079,                0.96997,                0.81864,                0.65227,                 0.5189,                 1.1414,             0.00041159,             0.00041159,             0.00041159
                    545,                0.92873,                0.79775,                 1.3404,                0.87718,                 0.9262,                0.97131,                0.81829,                0.65141,                0.51723,                 1.1373,             0.00041005,             0.00041005,             0.00041005
                    546,                 0.8778,                0.74821,                 1.3085,                 0.8954,                0.91306,                0.97157,                0.82262,                0.66471,                0.52035,                 1.1483,              0.0004085,              0.0004085,              0.0004085
                    547,                0.89123,                0.72779,                 1.3191,                0.87668,                0.92716,                0.97137,                  0.824,                0.66155,                0.52069,                  1.144,             0.00040695,             0.00040695,             0.00040695
                    548,                0.85265,                0.69783,                 1.3042,                0.85893,                0.94042,                0.96969,                0.82816,                0.62267,                0.52573,                 1.1157,             0.00040541,             0.00040541,             0.00040541
                    549,                 0.8746,                0.78334,                 1.3414,                 0.8585,                0.94516,                0.97108,                 0.8264,                0.62106,                0.53027,                 1.1141,             0.00040386,             0.00040386,             0.00040386
                    550,                0.89722,                0.77363,                 1.3205,                0.90774,                0.89129,                0.97052,                0.82005,                0.63192,                0.53287,                 1.1271,             0.00040231,             0.00040231,             0.00040231
                    551,                0.85689,                0.74291,                 1.2787,                0.92021,                0.90265,                0.97058,                0.81978,                0.63474,                0.54012,                 1.1295,             0.00040077,             0.00040077,             0.00040077
                    552,                0.93684,                0.79756,                 1.3767,                0.92246,                0.89819,                0.97083,                0.81882,                0.62366,                0.54338,                 1.1099,             0.00039922,             0.00039922,             0.00039922
                    553,                0.90652,                0.74574,                 1.3353,                0.89389,                0.91389,                0.97247,                 0.8162,                0.63454,                0.53972,                 1.1163,             0.00039767,             0.00039767,             0.00039767
                    554,                 0.8523,                0.74563,                 1.3029,                0.91073,                0.90157,                0.97308,                0.80566,                0.66142,                0.54102,                 1.1381,             0.00039613,             0.00039613,             0.00039613
                    555,                0.89761,                0.74038,                 1.3319,                0.91921,                0.89944,                0.97331,                0.79686,                0.68325,                0.55055,                 1.1555,             0.00039458,             0.00039458,             0.00039458
                    556,                0.92392,                0.75767,                 1.3773,                0.92889,                0.88995,                0.97265,                0.79482,                0.68183,                0.55238,                 1.1468,             0.00039303,             0.00039303,             0.00039303
                    557,                0.87223,                0.73547,                 1.3135,                0.92648,                0.89117,                 0.9729,                0.80449,                0.65808,                0.53297,                 1.1296,             0.00039148,             0.00039148,             0.00039148
                    558,                0.84148,                0.67513,                 1.2906,                0.91182,                0.90548,                0.97297,                0.82381,                0.61592,                0.50969,                  1.107,             0.00038994,             0.00038994,             0.00038994
                    559,                0.85388,                0.76385,                  1.299,                0.91261,                0.90819,                0.97379,                0.83548,                0.60537,                 0.5015,                 1.1067,             0.00038839,             0.00038839,             0.00038839
                    560,                0.89527,                0.75264,                 1.3474,                 0.9101,                0.90449,                0.97116,                0.81856,                0.63673,                0.51288,                 1.1282,             0.00038684,             0.00038684,             0.00038684
                    561,                0.86626,                0.74026,                 1.3185,                  0.931,                0.89906,                0.97017,                0.82529,                0.63331,                0.51215,                 1.1159,              0.0003853,              0.0003853,              0.0003853
                    562,                0.87483,                0.72994,                 1.3061,                0.91371,                0.89413,                0.96897,                0.82777,                0.63094,                0.51497,                  1.112,             0.00038375,             0.00038375,             0.00038375
                    563,                0.91162,                 0.7849,                 1.3372,                0.90706,                0.90652,                0.96842,                0.82453,                0.63088,                0.52223,                 1.1132,              0.0003822,              0.0003822,              0.0003822
                    564,                0.85764,                0.73606,                  1.322,                0.88805,                0.92207,                 0.9703,                0.82787,                0.61531,                0.51182,                 1.1024,             0.00038066,             0.00038066,             0.00038066
                    565,                0.85809,                 0.7434,                 1.3302,                0.89819,                0.91535,                0.97057,                0.82849,                0.60631,                0.50967,                  1.103,             0.00037911,             0.00037911,             0.00037911
                    566,                0.87756,                0.74298,                 1.3326,                0.89573,                0.91811,                0.97111,                0.82733,                0.60573,                0.50785,                 1.1118,             0.00037756,             0.00037756,             0.00037756
                    567,                 0.9166,                0.76303,                  1.364,                0.90316,                0.90303,                0.97051,                0.83015,                0.60703,                0.51147,                 1.1135,             0.00037602,             0.00037602,             0.00037602
                    568,                0.85505,                0.72776,                 1.3183,                0.85653,                0.94557,                0.96423,                0.81854,                0.61848,                0.53338,                 1.1024,             0.00037447,             0.00037447,             0.00037447
                    569,                0.85511,                0.72509,                 1.2933,                0.85253,                0.94582,                0.96224,                0.81453,                0.61964,                0.53649,                 1.0976,             0.00037292,             0.00037292,             0.00037292
                    570,                0.85823,                0.77747,                 1.3008,                0.83696,                0.95328,                0.96206,                0.80932,                 0.6284,                0.53288,                 1.1023,             0.00037138,             0.00037138,             0.00037138
                    571,                0.86632,                0.75422,                 1.3306,                0.84195,                0.94894,                0.96196,                0.80729,                0.63602,                0.53333,                 1.1079,             0.00036983,             0.00036983,             0.00036983
                    572,                0.89464,                0.75449,                 1.3551,                0.88652,                0.90871,                0.96671,                0.81207,                0.63176,                0.52898,                 1.1045,             0.00036828,             0.00036828,             0.00036828
                    573,                0.89997,                0.73266,                 1.3302,                0.91113,                  0.895,                0.96781,                0.82214,                0.60209,                0.50988,                 1.0919,             0.00036673,             0.00036673,             0.00036673
                    574,                0.86554,                0.74388,                 1.3183,                0.87361,                0.92822,                0.96989,                0.82476,                0.59852,                0.50295,                 1.0902,             0.00036519,             0.00036519,             0.00036519
                    575,                0.89371,                0.73504,                 1.3005,                0.82585,                0.98103,                0.97086,                0.82087,                0.61538,                0.50421,                 1.0922,             0.00036364,             0.00036364,             0.00036364
                    576,                0.86285,                0.72255,                 1.2881,                0.83405,                0.98015,                0.97118,                0.82417,                0.63376,                0.52317,                 1.0978,             0.00036209,             0.00036209,             0.00036209
                    577,                0.89364,                 0.7416,                 1.3208,                0.83226,                0.97763,                0.97076,                0.82187,                0.63452,                 0.5292,                 1.1046,             0.00036055,             0.00036055,             0.00036055
                    578,                0.91011,                0.75821,                 1.3497,                0.91237,                0.88682,                 0.9689,                0.81485,                0.63826,                0.53065,                 1.1103,               0.000359,               0.000359,               0.000359
                    579,                0.90694,                 0.7432,                 1.3204,                0.90804,                0.89747,                0.96974,                0.81662,                0.63498,                0.52451,                 1.1076,             0.00035745,             0.00035745,             0.00035745
                    580,                0.89539,                0.72209,                 1.3161,                0.92371,                0.90121,                0.97111,                0.82554,                0.62999,                0.51302,                 1.1038,             0.00035591,             0.00035591,             0.00035591
                    581,                0.92637,                0.81408,                 1.3758,                0.90634,                0.89531,                0.96954,                0.82079,                0.62487,                0.51467,                 1.1045,             0.00035436,             0.00035436,             0.00035436
                    582,                0.89091,                0.71543,                  1.328,                0.89685,                0.91158,                0.96934,                 0.8235,                0.62139,                0.51836,                 1.1084,             0.00035281,             0.00035281,             0.00035281
                    583,                0.86202,                0.75192,                 1.3185,                0.87786,                0.92562,                0.96697,                 0.8129,                  0.633,                0.52225,                 1.1169,             0.00035127,             0.00035127,             0.00035127
                    584,                0.90015,                0.78449,                 1.3044,                0.90644,                0.89324,                0.96487,                 0.8124,                0.62866,                0.53798,                 1.1163,             0.00034972,             0.00034972,             0.00034972
                    585,                 0.8582,                0.75808,                  1.331,                0.90544,                0.88464,                0.96673,                0.81971,                0.60273,                 0.5287,                 1.0993,             0.00034817,             0.00034817,             0.00034817
                    586,                 0.8977,                0.76958,                 1.3459,                0.87874,                0.91038,                0.97073,                0.82789,                  0.588,                0.52026,                 1.0887,             0.00034663,             0.00034663,             0.00034663
                    587,                0.85896,                0.71669,                 1.3191,                 0.8897,                 0.9234,                0.97361,                0.83423,                0.58887,                 0.5149,                 1.0883,             0.00034508,             0.00034508,             0.00034508
                    588,                0.90808,                0.77046,                 1.3521,                0.89255,                0.94329,                0.97555,                0.82908,                0.60538,                0.51545,                 1.0961,             0.00034353,             0.00034353,             0.00034353
                    589,                0.85537,                0.71647,                 1.2921,                 0.8858,                0.94589,                 0.9759,                0.83399,                0.59046,                 0.5072,                 1.0837,             0.00034198,             0.00034198,             0.00034198
                    590,                0.89159,                0.75344,                 1.3265,                0.88651,                0.94143,                0.97605,                0.83995,                0.58023,                0.49874,                 1.0736,             0.00034044,             0.00034044,             0.00034044
                    591,                0.81426,                  0.716,                  1.265,                0.90237,                 0.9255,                0.97547,                0.83788,                0.58613,                0.49513,                 1.0726,             0.00033889,             0.00033889,             0.00033889
                    592,                 0.8636,                0.74015,                 1.3182,                0.90541,                0.92645,                0.97371,                0.83757,                0.58129,                0.49256,                 1.0742,             0.00033734,             0.00033734,             0.00033734
                    593,                0.84776,                0.72367,                 1.3057,                 0.9089,                0.91213,                0.97372,                0.84203,                0.57564,                0.48824,                 1.0761,              0.0003358,              0.0003358,              0.0003358
                    594,                0.87956,                0.72082,                 1.3469,                0.93853,                 0.9035,                 0.9736,                0.84232,                0.57956,                0.48742,                 1.0824,             0.00033425,             0.00033425,             0.00033425
                    595,                0.89389,                0.71463,                 1.3166,                0.92923,                0.91009,                 0.9739,                0.83873,                0.58322,                0.49141,                 1.0871,              0.0003327,              0.0003327,              0.0003327
                    596,                0.85997,                0.70101,                 1.3429,                0.93115,                0.90942,                0.97486,                0.83252,                0.59115,                0.49979,                 1.0957,             0.00033116,             0.00033116,             0.00033116
                    597,                0.83643,                0.72884,                 1.2838,                0.92748,                0.91243,                0.97587,                0.83128,                0.58799,                0.49688,                 1.0913,             0.00032961,             0.00032961,             0.00032961
                    598,                0.85217,                0.71317,                 1.3134,                0.93509,                0.90602,                0.97605,                0.83101,                0.58462,                0.48993,                 1.0839,             0.00032806,             0.00032806,             0.00032806
                    599,                0.84769,                0.72124,                 1.2846,                0.93242,                0.89165,                0.97308,                0.82624,                0.58997,                0.48669,                   1.08,             0.00032652,             0.00032652,             0.00032652
                    600,                0.87121,                0.70654,                 1.3158,                0.92072,                0.88553,                0.97228,                0.82628,                0.60768,                0.49214,                 1.0791,             0.00032497,             0.00032497,             0.00032497
                    601,                0.88136,                0.74692,                 1.3388,                0.91214,                0.88786,                0.97121,                0.83022,                0.60057,                0.49137,                 1.0749,             0.00032342,             0.00032342,             0.00032342
                    602,                0.90236,                0.74781,                 1.3526,                 0.8866,                0.92602,                0.97267,                0.83683,                0.59097,                0.48873,                 1.0707,             0.00032188,             0.00032188,             0.00032188
                    603,                0.80295,                0.67747,                 1.2608,                0.88269,                0.92953,                 0.9735,                0.83815,                0.57984,                0.48476,                 1.0675,             0.00032033,             0.00032033,             0.00032033
                    604,                 0.8846,                0.73883,                 1.3454,                0.89874,                 0.9242,                0.97231,                0.83993,                  0.557,                0.47746,                 1.0711,             0.00031878,             0.00031878,             0.00031878
                    605,                0.86573,                0.73362,                 1.3101,                0.91864,                0.90587,                0.97103,                 0.8351,                0.55071,                0.47443,                 1.0706,             0.00031723,             0.00031723,             0.00031723
                    606,                0.86024,                0.72852,                 1.3178,                0.89669,                0.92976,                0.96996,                0.83817,                0.55095,                0.47489,                 1.0724,             0.00031569,             0.00031569,             0.00031569
                    607,                0.88229,                0.70245,                  1.326,                0.91194,                0.91424,                0.96979,                0.83864,                0.55907,                0.48449,                 1.0807,             0.00031414,             0.00031414,             0.00031414
                    608,                 0.8518,                0.73322,                 1.3143,                0.84488,                0.96212,                0.96733,                0.82406,                0.58325,                0.50101,                 1.1027,             0.00031259,             0.00031259,             0.00031259
                    609,                0.87487,                0.72599,                 1.3218,                0.84271,                0.97677,                 0.9674,                0.82805,                 0.5802,                0.49967,                 1.0997,             0.00031105,             0.00031105,             0.00031105
                    610,                0.85364,                0.72712,                 1.3039,                0.84966,                0.97452,                0.96724,                 0.8327,                0.57792,                0.49776,                 1.0953,              0.0003095,              0.0003095,              0.0003095
                    611,                 0.8268,                0.71949,                 1.2791,                0.85369,                0.96915,                0.96823,                0.83229,                0.59285,                0.49235,                 1.0982,             0.00030795,             0.00030795,             0.00030795
                    612,                0.89599,                0.74023,                  1.325,                0.86036,                0.97126,                 0.9729,                0.83236,                 0.6151,                0.48756,                 1.0985,             0.00030641,             0.00030641,             0.00030641
                    613,                 0.8908,                0.78563,                 1.3269,                0.87003,                0.95259,                0.97399,                0.83664,                0.60081,                 0.4869,                 1.0897,             0.00030486,             0.00030486,             0.00030486
                    614,                0.84812,                0.71932,                 1.2986,                0.88643,                0.94453,                0.97451,                0.83526,                0.58794,                0.48871,                 1.0862,             0.00030331,             0.00030331,             0.00030331
                    615,                0.90706,                 0.7681,                 1.3573,                0.88386,                0.94009,                0.97357,                0.83452,                0.58564,                0.49674,                 1.0877,             0.00030177,             0.00030177,             0.00030177
                    616,                 0.8485,                0.72636,                 1.3024,                0.88056,                0.91994,                0.97163,                0.83304,                0.57829,                0.50094,                 1.0825,             0.00030022,             0.00030022,             0.00030022
                    617,                0.87329,                0.80035,                 1.3202,                0.89689,                0.91328,                0.97273,                0.83595,                0.56319,                0.50069,                 1.0745,             0.00029867,             0.00029867,             0.00029867
                    618,                0.93119,                0.80157,                 1.3821,                0.89922,                0.91098,                0.97328,                0.83713,                0.55671,                 0.5018,                 1.0706,             0.00029713,             0.00029713,             0.00029713
                    619,                0.81301,                 0.6969,                 1.2486,                0.89814,                0.91288,                0.97381,                 0.8345,                0.55843,                0.50152,                 1.0713,             0.00029558,             0.00029558,             0.00029558
                    620,                0.85972,                 0.7655,                 1.3082,                0.85432,                 0.9697,                0.97562,                0.83988,                 0.5544,                 0.4827,                 1.0757,             0.00029403,             0.00029403,             0.00029403
                    621,                0.90326,                0.75988,                  1.339,                 0.8588,                0.96233,                 0.9762,                0.84639,                0.55364,                0.47716,                 1.0795,             0.00029248,             0.00029248,             0.00029248
                    622,                0.82489,                0.72481,                 1.2933,                0.87869,                   0.95,                0.97726,                0.85058,                0.55315,                0.47429,                 1.0774,             0.00029094,             0.00029094,             0.00029094
                    623,                0.84253,                0.71228,                 1.3252,                0.89468,                0.93534,                0.97617,                0.84803,                0.55943,                0.47316,                 1.0711,             0.00028939,             0.00028939,             0.00028939
                    624,                0.88027,                0.74549,                 1.3482,                0.87703,                0.95394,                0.97476,                0.84122,                0.58551,                0.48801,                 1.0742,             0.00028784,             0.00028784,             0.00028784
                    625,                0.89894,                0.73541,                 1.3419,                0.87616,                0.96692,                0.97362,                0.83914,                0.59134,                0.49505,                  1.079,              0.0002863,              0.0002863,              0.0002863
                    626,                0.95698,                0.78689,                 1.3786,                0.87451,                0.97036,                0.97422,                0.83966,                0.59372,                0.50274,                 1.0857,             0.00028475,             0.00028475,             0.00028475
                    627,                 0.8314,                0.68522,                 1.3055,                 0.8907,                0.93129,                0.97485,                0.84083,                0.59876,                0.50236,                 1.0925,              0.0002832,              0.0002832,              0.0002832
                    628,                0.86758,                0.71536,                 1.3176,                0.87109,                0.95415,                0.97252,                0.83254,                0.61375,                0.49849,                  1.106,             0.00028166,             0.00028166,             0.00028166
                    629,                 0.9224,                0.79531,                 1.3522,                0.87095,                0.95884,                0.97188,                 0.8306,                0.61552,                0.49795,                 1.1047,             0.00028011,             0.00028011,             0.00028011
                    630,                0.86037,                0.74308,                 1.3113,                0.87068,                0.95669,                0.97125,                0.83047,                0.61394,                0.49315,                 1.0973,             0.00027856,             0.00027856,             0.00027856
                    631,                0.86245,                0.67993,                  1.283,                0.87044,                0.93857,                0.97209,                 0.8309,                0.61332,                0.48974,                 1.0909,             0.00027702,             0.00027702,             0.00027702
                    632,                0.83144,                0.72668,                 1.2738,                0.85161,                0.96111,                 0.9723,                 0.8324,                0.60821,                0.49444,                 1.0862,             0.00027547,             0.00027547,             0.00027547
                    633,                0.85264,                 0.7136,                 1.2854,                0.84837,                0.96402,                0.97085,                0.83759,                0.58524,                0.48846,                 1.0765,             0.00027392,             0.00027392,             0.00027392
                    634,                 0.8951,                0.79435,                 1.3353,                0.84771,                0.96827,                0.97017,                0.83779,                0.57143,                0.48053,                 1.0713,             0.00027237,             0.00027237,             0.00027237
                    635,                0.87184,                0.71466,                  1.337,                0.84272,                0.97149,                0.97135,                0.84261,                 0.5702,                0.47213,                 1.0726,             0.00027083,             0.00027083,             0.00027083
                    636,                0.85507,                0.69965,                 1.3177,                0.90242,                0.92311,                0.97214,                0.83812,                0.56983,                0.46983,                 1.0759,             0.00026928,             0.00026928,             0.00026928
                    637,                0.86044,                0.71664,                 1.3267,                0.87387,                0.95131,                0.97307,                0.84321,                0.55904,                0.47313,                 1.0628,             0.00026773,             0.00026773,             0.00026773
                    638,                0.85201,                0.67508,                 1.2715,                0.88379,                0.94428,                0.97409,                0.84413,                0.56553,                0.48343,                  1.058,             0.00026619,             0.00026619,             0.00026619
                    639,                0.89012,                0.80005,                 1.3479,                0.89303,                0.92885,                0.97471,                0.83831,                0.58374,                0.49037,                 1.0613,             0.00026464,             0.00026464,             0.00026464
                    640,                0.90303,                0.81778,                 1.3319,                0.92388,                0.91812,                0.97635,                0.84298,                0.57597,                0.48515,                 1.0646,             0.00026309,             0.00026309,             0.00026309
                    641,                0.88123,                0.75553,                 1.3397,                 0.9175,                0.91283,                0.97592,                0.84144,                0.56137,                0.48312,                 1.0627,             0.00026155,             0.00026155,             0.00026155
                    642,                0.81948,                0.72366,                 1.2754,                0.88086,                0.94622,                0.97695,                0.84501,                0.55361,                0.48583,                 1.0628,                0.00026,                0.00026,                0.00026
                    643,                0.84459,                0.68827,                 1.2562,                0.92798,                0.90607,                0.97665,                0.84727,                0.55768,                0.48907,                 1.0663,             0.00025845,             0.00025845,             0.00025845
                    644,                0.84474,                0.74939,                 1.2914,                0.89567,                0.93344,                0.97575,                0.83477,                0.58377,                0.50269,                 1.0797,             0.00025691,             0.00025691,             0.00025691
                    645,                0.84885,                0.70302,                 1.2911,                0.91281,                0.91742,                0.97583,                0.83352,                0.58288,                0.49558,                 1.0761,             0.00025536,             0.00025536,             0.00025536
                    646,                0.82136,                0.71328,                 1.2586,                 0.9358,                0.89334,                0.97653,                0.83699,                 0.5787,                0.48302,                 1.0696,             0.00025381,             0.00025381,             0.00025381
                    647,                0.84399,                0.75857,                 1.2784,                0.91718,                0.92105,                0.97771,                0.84198,                0.57534,                0.47502,                 1.0642,             0.00025227,             0.00025227,             0.00025227
                    648,                0.85548,                0.74182,                 1.3127,                0.88093,                0.95825,                0.97729,                0.83874,                0.58923,                0.48882,                 1.0612,             0.00025072,             0.00025072,             0.00025072
                    649,                0.83308,                0.68919,                 1.3067,                0.87534,                0.96307,                0.97645,                0.83942,                0.58347,                0.50021,                 1.0566,             0.00024917,             0.00024917,             0.00024917
                    650,                0.83587,                0.67546,                 1.2986,                0.87749,                0.96961,                0.97601,                0.84322,                0.57147,                0.50564,                  1.052,             0.00024762,             0.00024762,             0.00024762
                    651,                0.82814,                0.71326,                 1.2745,                 0.8795,                0.96602,                0.97533,                0.84315,                 0.5638,                0.50707,                 1.0517,             0.00024608,             0.00024608,             0.00024608
                    652,                0.86256,                0.72296,                 1.3122,                0.90373,                0.95734,                0.97682,                0.84423,                0.57713,                0.49909,                  1.062,             0.00024453,             0.00024453,             0.00024453
                    653,                0.89598,                0.68204,                 1.3763,                0.89484,                0.95301,                0.97776,                0.84532,                 0.5881,                0.49328,                 1.0638,             0.00024298,             0.00024298,             0.00024298
                    654,                0.88692,                0.74641,                 1.3201,                0.91137,                0.92985,                0.97753,                0.83478,                0.60624,                0.48768,                 1.0683,             0.00024144,             0.00024144,             0.00024144
                    655,                 0.8351,                0.67924,                 1.2795,                0.89043,                0.94075,                0.97742,                 0.8332,                0.61666,                0.49013,                 1.0772,             0.00023989,             0.00023989,             0.00023989
                    656,                0.82237,                0.71153,                 1.2561,                0.89459,                0.93414,                0.97592,                0.83487,                0.60453,                 0.4846,                 1.0931,             0.00023834,             0.00023834,             0.00023834
                    657,                0.84032,                0.71449,                 1.2865,                0.90401,                0.92519,                0.97574,                0.83978,                 0.5951,                 0.4887,                  1.086,              0.0002368,              0.0002368,              0.0002368
                    658,                0.83736,                0.73323,                 1.2721,                0.90177,                 0.9268,                0.97531,                0.84177,                0.58696,                0.48645,                  1.074,             0.00023525,             0.00023525,             0.00023525
                    659,                0.80757,                0.69207,                 1.2593,                0.90878,                0.92728,                 0.9756,                0.84393,                0.57924,                 0.4818,                 1.0649,              0.0002337,              0.0002337,              0.0002337
